name,number_of_episodes,original_language,vote_count,vote_average,vote_Avg_Category
24 Hours in Police Custody,60,en,9,7.1,2
Warm and Cozy,16,ko,9,5.8,1
Top Gear France,82,fr,9,6.1,2
Pretty Cure Splash Star,49,ja,9,8.6,3
Lie After Lie,16,ko,9,6.778,2
Sin tetas no hay paraíso,43,es,9,4.6,1
ImMATURE,10,hi,9,7.2,2
Les Bracelets rouges,28,fr,9,8.0,2
Secrecy of the investigation,382,ru,9,9.1,3
The Seven Heavenly Virtues,12,ja,9,7.3,2
Princess Sissi,52,en,9,7.6,2
What's Happening Now!!,66,en,9,6.556,2
Middlemost Post,62,en,9,7.4,2
Unexpected,71,en,9,9.6,3
Nobleman Ryu’s Wedding,8,ko,9,5.7,1
Pleasant Goat and Big Big Wolf,530,zh,9,6.222,2
Body Cam,70,en,9,8.2,3
Meet the Richardsons,35,en,9,7.3,2
Decline and Fall,3,en,9,5.2,1
Cloudy with a Chance of Meatballs,103,en,9,5.6,1
Szomszédok,331,hu,9,8.444,3
Beyond the Realm of Conscience,35,cn,9,7.333,2
Beş Kardeş,13,tr,9,6.3,2
Beast King GoLion,52,ja,9,8.111,3
Karen Sisco,10,en,9,7.222,2
Fires,6,en,9,7.778,2
Count Arthur Strong,20,en,9,6.9,2
The Comedy Lineup,16,en,9,5.6,1
Σ'αγαπώ Μ'αγαπάς,81,el,9,7.6,2
Pfarrer Braun,22,de,9,8.0,2
Amen,110,en,9,6.667,2
Close Your Eyes Before It's Dark,7,zh,9,6.7,2
Scarlet Heart,74,zh,9,8.4,3
Granbelm,13,ja,9,6.889,2
Orphan Flowers,113,tr,9,7.8,2
CoinCoin and the Extra-Humans,4,fr,9,7.6,2
Love Sick,48,th,9,7.6,2
In the Night Garden,100,en,9,5.778,1
The Undateables,30,en,9,7.556,2
Wild at Heart,65,en,9,7.1,2
Downtown no Gaki no Tsukai ya Arahende!!,1684,ja,9,9.333,3
AfterMASH,31,en,9,5.1,1
Holy Foley,11,en,9,2.778,0
Norskov,16,da,9,7.1,2
Ramsay's Costa del Nightmares,4,en,9,5.4,1
The Many Loves of Dobie Gillis,147,en,9,6.1,2
Candle in the Tomb: The Worm Valley,16,zh,9,7.9,2
Region,22,ru,9,8.1,3
Rød snø,6,no,9,6.4,2
The Protected: The Return,4,es,9,8.1,3
Heavy Load,64,pt,9,6.7,2
Heavy Object,24,ja,9,6.9,2
Timecop,9,en,9,6.333,2
Space Stars,66,en,9,7.8,2
Supernova,4,es,9,7.0,2
Rules of the Game,167,pt,9,5.8,1
Tales from the Neverending Story,13,en,9,5.556,1
Ramo,40,tr,9,8.0,2
#martyisdead,8,cs,9,6.9,2
Space Sheriff Gavan,44,ja,9,7.556,2
Eldorado KaDeWe,6,de,9,5.222,1
She Has Sex with Anybody,2,ja,9,9.1,3
Treasure Island,26,ja,9,7.8,2
The Best of Youth,4,it,9,8.6,3
Apostle,12,ru,9,6.9,2
Shadow,8,en,9,6.4,2
I Love My Family,120,zh,9,8.1,3
Compañeros,121,es,9,5.4,1
Petit Eva: Evangelion@School,24,ja,9,5.333,1
Making It,22,en,9,7.4,2
GARO -VANISHING LINE-,24,ja,9,7.556,2
Circuit Breakers,7,en,9,7.333,2
Simsala Grimm,52,de,9,8.8,3
Seven Days of a Daddy and a Daughter,7,ja,9,6.4,2
Chefs,14,fr,9,6.222,2
Wednesday 3:30 PM,10,ko,9,6.4,2
The Master of Revenge,20,ko,9,7.1,2
Queen of the Universe,14,en,9,5.2,1
Flikken Rotterdam,70,nl,9,7.7,2
Fix You,32,ko,9,6.5,2
Top Gear America,8,en,9,5.0,1
The Clinton Affair,6,en,9,7.4,2
Don't Let Go of My Hand,59,tr,9,9.1,3
Women of the Movement,6,en,9,7.556,2
Rock Island Mysteries,20,en,9,7.556,2
My Perfect Stranger,16,ko,9,7.2,2
In the SOOP: Friendcation,4,ko,9,8.8,3
Secret Army,43,en,9,7.7,2
Fiori sopra l'inferno - I casi di Teresa Battaglia,6,it,9,5.722,1
Great Minds with Dan Harmon,15,en,9,7.667,2
Dora and Friends: Into the City!,42,en,9,7.667,2
Secret Royal Inspector & Joy,16,ko,9,7.556,2
Terim,4,tr,9,7.9,2
Cadillacs and Dinosaurs,13,en,9,5.7,1
Fist of Fury,30,cn,9,5.9,1
A Love Story,39,fa,9,6.4,2
The Incredible Human Journey,5,en,9,8.444,3
Ace Troops,40,zh,9,6.778,2
Nytt på nytt,710,no,9,6.3,2
Tequila and Bonetti,12,en,9,6.1,2
Black & White,24,zh,9,7.9,2
Are You Smarter Than a 5th Grader?,1,en,9,7.2,2
Mind of Mencia,54,en,9,2.889,0
Lotus Lantern,35,zh,9,7.6,2
Veleno,5,it,9,6.4,2
Time Switch,8,pt,9,5.9,1
Dikkat Şahan Çıkabilir,0,tr,9,7.2,2
Decoy,16,ko,9,8.0,2
High Class,16,ko,9,8.111,3
Flame of Recca,42,ja,9,5.889,1
I Will Never Let You Go,51,zh,9,7.0,2
Rodzinka.pl,277,pl,9,6.1,2
Hilda Furacão,32,pt,9,7.6,2
Last Comic Standing,102,en,9,6.944,2
Beautiful Charm,93,tr,9,5.1,1
Alice in Wonderland,0,en,9,6.0,1
The Family Game,10,ja,9,6.833,2
Dateline on ID,67,en,9,10.0,3
Dating in the Kitchen,24,zh,9,6.389,2
On Patrol: Live,120,en,9,6.889,2
Tijuana,11,es,9,7.6,2
A Thousand Goodnights,20,zh,9,4.7,1
The Arsenio Hall Show,5,en,9,5.7,1
The Rebel Princess,68,zh,9,7.4,2
The Hughleys,89,en,9,7.222,2
Exes & Ohs,14,en,9,4.6,1
Dave Allen at Large,30,en,9,8.0,2
Регби,16,ru,9,9.1,3
Callboys,14,nl,9,7.333,2
The Disguiser,48,zh,9,8.1,3
Fear the Walking Dead: Dead in the Water,6,en,9,7.778,2
My Little Pony: Pony Life,80,en,9,6.889,2
Drak Pack,16,en,9,7.3,2
The Saboteur 2: The End of the War,10,ru,9,7.9,2
Marianne,6,fr,9,7.0,2
Naomi Osaka,3,en,9,6.9,2
Shrek's Swamp Stories,4,en,9,7.333,2
Flight HS13,10,nl,9,6.667,2
Abandoned Engineering,109,en,9,7.333,2
Below Deck Sailing Yacht,73,en,9,7.444,2
One More Happy Ending,16,ko,9,5.3,1
Floris,12,nl,9,7.667,2
Roadkill,143,en,9,9.4,3
Top Dog,14,sv,9,6.556,2
Happily Married,20,fr,9,6.1,2
Independent Lens,492,en,9,6.9,2
Taj Mahal 1989,7,hi,9,6.4,2
It's a Living,120,en,9,5.6,1
Savannah,34,en,9,7.0,2
B&B Vol Liefde,100,nl,9,6.667,2
Fake or Fortune?,40,en,9,8.6,3
Whisper,17,ko,9,6.9,2
America's Test Kitchen,586,en,9,7.0,2
El Caso: crónica de sucesos,13,es,9,6.2,2
Until Life Do Us Part,8,pt,9,7.111,2
Return of Ultraman,51,ja,9,8.6,3
The Myth,50,zh,9,7.0,2
La Ruta,8,es,9,6.8,2
Spyders,80,he,9,7.9,2
Time Between Dog and Wolf,16,en,9,7.6,2
Indebted,12,en,9,6.8,2
Spitting Image,20,en,9,6.9,2
The Cabin with Bert Kreischer,5,en,9,7.4,2
Angolmois: Record of Mongol Invasion,12,ja,9,6.7,2
Street Fighter,26,en,9,5.667,1
Hatton Garden,4,en,9,6.0,1
Beauty and the Baker,24,he,9,8.222,3
Die Puppenspieler,2,de,9,5.4,1
Special Rescue Police Winspector,49,ja,9,8.3,3
The G Word with Adam Conover,6,en,9,5.778,1
The Peter Potamus Show,27,en,9,6.2,2
Liberty!,6,en,9,7.8,2
YG Future Strategy Office,8,ko,9,6.0,1
Hana Nochi Hare: HanaDan Next Season,11,ja,9,8.3,3
Bullsh*t The Gameshow,10,en,9,6.6,2
The Jeremy Kyle Show,479,en,9,6.278,2
Dream Home Makeover,24,en,9,6.667,2
Ultraman Leo,51,ja,9,7.6,2
It's Not Rocket Science!,573,fr,9,8.35,3
Dan Vs.,53,en,9,8.2,3
Queen of Mystery,32,ko,9,7.4,2
Aile,14,tr,9,9.0,3
The Blue Whisper,42,zh,9,6.2,2
Juana Inés,7,es,9,6.3,2
Les Mystères de l'amour,847,fr,9,5.9,1
Matrimonial Chaos,11,ja,9,7.3,2
A Little Help with Carol Burnett,12,en,9,6.0,1
Infames,130,es,9,7.167,2
Jinxed At First,16,ko,9,6.0,1
Four in a Bed,1069,en,9,7.3,2
Killer Instinct,13,en,9,5.944,1
Bump in the Night,51,en,9,6.8,2
Switch,70,en,9,6.667,2
Eglimata,66,el,9,7.9,2
Couples Therapy,37,en,9,8.1,3
University Challenge,1964,en,9,5.6,1
Berkeley Square,10,en,9,7.8,2
The Holzer Files,23,en,9,7.4,2
The Moodys,8,en,9,7.7,2
Refresh Man,17,zh,9,6.444,2
Heart Surgeons,32,ko,9,8.9,3
Ant & Dec's Limitless Win,11,en,9,7.8,2
The Black Swindler,11,ja,9,7.4,2
Longmen Express,40,zh,9,6.3,2
The Protector,13,en,9,7.8,2
Wallace & Gromit's World of Invention,6,en,9,7.667,2
The Passion,6,en,9,5.5,1
Top Model,197,pt,9,7.1,2
Muv-Luv Alternative: Total Eclipse,24,ja,9,7.889,2
Egypt's Unexplained Files,10,en,9,7.8,2
The Sounds,8,en,9,7.6,2
The Challenge: World Championship,12,en,9,6.8,2
Frog and Toad,17,en,9,8.444,3
Just One Look,6,fr,9,5.0,1
The Tatami Time Machine Blues,6,ja,9,7.4,2
The Gene of AI,12,ja,9,5.9,1
Ku'damm 63,3,de,9,7.8,2
Minute to Win It,67,en,9,5.6,1
Último a Sair,37,pt,9,8.4,3
New Life Begins,40,zh,9,5.7,1
42: Forty Two Up,0,en,9,8.0,2
The Fire Hunter,11,ja,8,6.1,2
The Curse of Civil War Gold,16,en,8,7.4,2
Calimero,180,ja,8,5.7,1
Basketball or Nothing,6,en,8,7.8,2
The Sky at Night,315,en,8,8.25,3
Canada's Worst Driver,113,en,8,6.1,2
A Life Worth Living,120,pt,8,8.1,3
The Itsy Bitsy Spider,1,en,8,9.8,3
The Real Football Factories,6,en,8,6.2,2
Boon & Pimento,3,fr,8,8.4,3
Crisis Jung,10,fr,8,6.7,2
The Real,556,en,8,7.2,2
Average Joe,10,en,8,8.2,3
Dear John,14,en,8,7.5,2
The Green Man,3,en,8,6.8,2
Us & Them,7,en,8,6.8,2
Hard Time on Planet Earth,13,en,8,6.1,2
Walkure Romanze,12,ja,8,7.1,2
Miss the Dragon,36,zh,8,7.0,2
Jon Benjamin Has a Van,10,en,8,7.2,2
Beethoven,26,en,8,5.9,1
Tales of the Lockdown,5,es,8,7.0,2
Robin Hood's Big Adventure,52,ja,8,7.8,2
Modern Farmer,20,ko,8,8.0,2
BIRDIE WING -Golf Girls' Story-,25,ja,8,7.125,2
Bing,125,en,8,7.5,2
Dark Side of the 90's,20,en,8,7.0,2
AMAIM Warrior at the Borderline,25,ja,8,5.2,1
Monday Mornings,10,en,8,7.9,2
Red Zora and Her Gang,13,sh,8,7.1,2
Mulheres Apaixonadas,203,pt,8,6.667,2
Frankie Boyle's New World Order,39,en,8,6.6,2
Der Lehrer,98,de,8,7.938,2
Like a Flowing River,86,zh,8,8.5,3
Ruby Gloom,40,en,8,6.5,2
Ultraman Decker,25,ja,8,7.75,2
1066: The Battle for Middle Earth,2,en,8,6.2,2
The Moment of Truth,31,en,8,5.6,1
Kvarteret Skatan,28,sv,8,7.1,2
Sponsor,12,ko,8,6.5,2
Lady Blue,14,en,8,6.2,2
"Farewell, My Dear Cramer",13,ja,8,3.938,1
Un homme d'honneur,6,fr,8,5.8,1
Wayside,52,en,8,7.75,2
Love Class,16,ko,8,7.563,2
Pardon the Interruption,100,en,8,6.2,2
Ultraman Dyna,51,ja,8,9.0,3
The Long Song,3,en,8,6.8,2
4,26,el,8,6.5,2
The Way Home,10,en,8,7.0,2
Elif,1137,tr,8,6.8,2
Maggie and the Ferocious Beast,117,en,8,7.4,2
From There to Here,3,en,8,7.2,2
Big Brother,229,nl,8,5.9,1
The Witchfinder,6,en,8,6.438,2
Monster Allergy,52,it,8,8.2,3
Ranczo,130,pl,8,6.75,2
The Rivals of Sherlock Holmes,26,en,8,6.9,2
What Lives Inside,4,en,8,7.6,2
The Julekalender,24,no,8,7.375,2
El-Hazard: The Magnificent World,24,ja,8,5.875,1
Pete versus Life,11,en,8,6.6,2
The Little Lies We All Tell,11,ja,8,5.6,1
Blocco 181,8,it,8,6.071,2
Here We Go,6,en,8,6.25,2
Alan Davies: As Yet Untitled,65,en,8,7.5,2
Chitose Get You!!,26,ja,8,7.2,2
Please Don't Date Him,10,ko,8,5.75,1
Sugar Daddy,32,ru,8,8.4,3
Little House on the Prairie,6,en,8,8.6,3
Street Food: USA,6,en,8,6.0,1
The Great Rift: Africa's Wild Heart,3,en,8,8.111,3
Gingitsune: Messenger Fox of the Gods,12,ja,8,7.6,2
World War Blue,3,ja,8,6.1,2
Fresh Fields,27,en,8,6.6,2
Engineering an Empire,14,en,8,7.8,2
Pounding Instincts,10,es,8,6.6,2
King Star King,7,en,8,7.125,2
Dispatches,362,en,8,6.2,2
Under One Roof,24,ja,8,7.5,2
Wishlist,22,de,8,6.8,2
Steeltown Murders,4,en,8,7.8,2
Richard Hammond's Big,9,en,8,8.1,3
Ai no Kusabi,4,ja,8,6.2,2
Chepe Fortuna,151,es,8,7.2,2
"Ada Twist, Scientist",61,en,8,7.0,2
The Light in the Hall,6,cy,8,6.2,2
Woodpecker Detective's Office,12,ja,8,7.0,2
Yozakura Quartet,12,ja,8,6.875,2
A League of Nobleman,29,zh,8,6.6,2
Woman of 9.9 Billion,32,ko,8,6.2,2
The Wallflower,10,ja,8,4.8,1
Bad Papa,32,ko,8,8.75,3
Lucky 7,8,en,8,4.6,1
Storm Chasers,43,en,8,6.6,2
Relentless,6,en,8,7.8,2
Pages of life,203,pt,8,6.375,2
The Jacques Cousteau Odyssey,12,fr,8,8.4,3
UN-GO,11,ja,8,6.5,2
Most Evil,38,en,8,7.375,2
CLASSROOM FOR HEROES,12,ja,8,6.4,2
Ace of Cakes,116,en,8,5.8,1
AYAKA,12,ja,8,5.75,1
Wilder,24,de,8,7.4,2
Don't Look Back: The Legend of Orpheus,20,ko,8,7.7,2
Terrace House: Boys × Girls Next Door,98,ja,8,8.4,3
Queer Eye: Brazil,6,pt,8,5.75,1
My Dangerous Wife,16,ko,8,6.9,2
Prime Rewind: Inside The Boys,9,en,8,6.2,2
Prime Time,10,es,8,7.125,2
My Little Lover - Minami Kun no Koibito,10,ja,8,5.2,1
Grand Crew,20,en,8,5.5,1
"Neon Joe, Werewolf Hunter",10,en,8,6.8,2
Baby Steps,50,ja,8,7.6,2
Gods of Honour,40,cn,8,7.4,2
Bratz,0,en,8,8.6,3
Marnow Murders,8,de,8,7.0,2
The Traitors,11,en,8,7.0,2
Numberblocks,120,en,8,8.2,3
The Rose and the Thorn,40,tr,8,7.6,2
Boku to Misaki Sensei,1,ja,8,7.9,2
Kurzgesagt - In a Nutshell,176,en,8,8.2,3
Joseon Attorney: A Morality,16,ko,8,6.4,2
Buy My House,6,en,8,7.1,2
Falcón,4,en,8,5.75,1
The Director Who Buys Me Dinner,10,ko,8,7.063,2
Secrets of the Elephants,4,en,8,8.25,3
The Who Was? Show,13,en,8,7.0,2
Farmacia de guardia,169,es,8,5.875,1
Luoyang,39,zh,8,6.0,1
One and Only,24,zh,8,8.5,3
Teacher's Pet,47,en,8,6.4,2
The Game Caterers,98,ko,8,8.75,3
Lucky,8,ru,8,9.0,3
Love Island: Hot Flirts & True Love,173,de,8,8.8,3
You're My Boooyfriend,11,en,8,9.8,3
The Pioneer,4,es,8,6.0,1
Reign of the Seven Spellblades,15,ja,8,7.5,2
Tales of Little Women,48,ja,8,7.0,2
Dancing Queen,8,en,8,5.9,1
The Magician on the Skywalk,10,zh,8,8.0,2
Love Is for Suckers,16,ko,8,5.875,1
Golden Years,1,en,8,3.2,1
Dennou Keisatsu Cybercop,37,ja,8,8.188,3
Everest,4,en,8,5.25,1
Kamen Sentai Gorider,3,ja,8,7.438,2
Voltron Force,26,en,8,7.875,2
Smeris,43,nl,8,7.0,2
Silent Road,13,el,8,7.889,2
Van der Valk,32,en,8,5.625,1
Stories to Stay Awake,8,es,8,5.6,1
Not Safe with Nikki Glaser,20,en,8,8.125,3
Ōsama Sentai Kingu-Ōjā,32,ja,8,8.4,3
Michael McIntyre's Comedy Roadshow,12,en,8,6.9,2
Faith School Menace?,0,en,8,8.0,2
The Mating Game,5,en,8,7.875,2
The F Word,11,en,8,3.4,1
Persona 4 The Golden Animation,12,ja,8,8.125,3
Devil's Playground,6,en,8,7.4,2
Damo,14,ko,8,7.9,2
Your Home Is My Business,20,ja,8,6.2,2
The Chris Rock Show,56,en,8,4.25,1
I Polykatoikia,132,el,8,6.2,2
A World of Calm,10,en,8,6.5,2
Terminator Salvation: The Machinima Series,6,en,8,8.9,3
Rangrasiya,188,hi,8,7.0,2
Major,154,ja,8,8.5,3
The Wendy Williams Show,313,en,8,6.625,2
Speakerine,6,fr,8,7.6,2
The Little Couple,214,en,8,8.375,3
Asylum,6,en,8,5.6,1
Ai the Video Girl,12,ja,8,7.0,2
Shuriken School,26,en,8,6.5,2
Noi,12,it,8,5.8,1
Naked City,138,en,8,5.9,1
The Exchange,6,ar,8,8.125,3
Black Leather Notebook,8,ja,8,6.7,2
Merman in My Tub,13,ja,8,7.2,2
Narcoworld: Dope Stories,4,fr,8,7.6,2
The King's Face,24,ko,8,8.0,2
Stupid Wife,16,pt,8,9.3,3
Tropical-Rouge! Precure,46,ja,8,8.25,3
Yuru Camp△,24,ja,8,8.563,3
Steel Buddies,120,de,8,10.0,3
Street Outlaws: No Prep Kings,71,en,8,8.5,3
Mobile Suit V Gundam,51,ja,8,8.1,3
Hitler's bodyguard,13,en,8,6.2,2
The Plastic Man Comedy/Adventure Show,35,en,8,6.4,2
Natsunagu!,12,ja,8,5.4,1
Perfect Strangers,3,en,8,6.6,2
The Outcast,2,en,8,5.5,1
Delivery Man,12,ko,8,6.8,2
Visions,6,fr,8,7.2,2
School of Comedy,12,en,8,8.0,2
The Girl's Guide to Depravity,26,en,8,6.1,2
Noob,147,fr,8,8.0,2
Lovely Horribly,32,ko,8,6.25,2
The 13 Lords of the Shogun,48,ja,8,8.125,3
Kohlrabenschwarz,6,de,8,8.0,2
Care Bears: Welcome to Care-a-Lot,26,en,8,6.5,2
Mysterious Island,6,fr,8,6.5,2
Speed of Life,3,en,8,6.688,2
X-Ray and Vav,14,en,8,6.9,2
Spirit Blade Mountain,24,ja,8,6.5,2
Anna,10,de,8,6.8,2
BanG Dream! Girls Band Party!☆PICO,78,ja,8,7.125,2
Való Világ,1382,hu,8,3.3,1
The Fugitive,22,en,8,5.875,1
BanG Dream! It's MyGO!!!!!,13,ja,8,8.5,3
"Les Bougon, c'est aussi ça la vie !",50,fr,8,7.8,2
Library War,12,ja,8,5.9,1
Tari Tari,13,ja,8,7.5,2
Miracle,14,ko,8,6.75,2
Lightning Point,26,en,8,8.9,3
Public Prosecutor,10,pl,8,6.688,2
The Last Alaskans,35,en,8,7.7,2
Dragons: Rescue Riders,26,en,8,7.0,2
The Quad,19,en,8,6.4,2
Murder in the Bayou,5,en,8,7.6,2
Unsolved Cases,11,ja,8,8.143,3
The Hunter,30,ar,8,8.6,3
Flight of the Storks,2,fr,8,6.625,2
"Gulag, the Story",3,fr,8,8.1,3
Ⅵ Group of Fatal Case,158,zh,8,8.4,3
Les Enquêtes du commissaire Maigret,88,fr,8,8.5,3
"Frankenstein, Jr. and The Impossibles",37,en,8,6.75,2
"Lock, Stock...",7,en,8,5.625,1
The Perfect Match,22,zh,8,6.5,2
Action Pack,30,en,8,8.2,3
Star Falls,20,en,8,7.125,2
Mighty Magiswords,88,en,8,4.625,1
Puffin Rock,78,en,8,7.5,2
Rusty Rivets,150,en,8,6.5,2
What Happens to My Family?,53,ko,8,7.75,2
Chouriki Sentai Ohranger,48,ja,8,8.5,3
Steven Seagal: Lawman,29,en,8,6.0,1
Zaketa na Pareis,38,el,8,8.1,3
George of the Jungle,17,en,8,5.0,1
Mister T,30,en,8,6.4,2
Attack of the Killer Tomatoes,21,en,8,5.9,1
Son of the Dragon,2,en,8,5.313,1
ANZACS,6,en,8,6.5,2
The Dovekeepers,2,en,8,6.6,2
Есенин,11,ru,8,6.25,2
KO One,211,zh,8,6.2,2
Reflection of You,16,ko,8,6.0,1
Casey Anthony: Where the Truth Lies,3,en,8,5.5,1
Big Shots,11,en,8,7.2,2
Hysteria,1,en,8,5.8,1
Dr. Slump,74,ja,8,8.063,3
Cassandre,28,fr,8,6.2,2
Ballykissangel,57,en,8,6.9,2
You're My Pet,10,ja,8,7.75,2
Avenir,6,fr,8,6.4,2
Crime Stories,6,de,8,7.5,2
Mystery of Antiques,36,zh,8,7.0,2
Vorstadtweiber,61,de,8,9.1,3
UnPrisoned,8,en,8,7.0,2
Bubblegum,16,ko,8,6.4,2
Kingdom: Legendary War,10,ko,8,9.0,3
Deudas,13,es,8,6.8,2
Дом-2,0,ru,8,1.0,0
Jon & Kate Plus 8,116,en,8,5.8,1
Banni Chow Home Delivery,202,hi,8,4.9,1
My Tooth Your Love,12,zh,8,6.8,2
Rob & Big,31,en,8,7.4,2
Huge,10,en,8,6.2,2
Super PupZ,9,en,8,9.0,3
Hidden: Firstborn,8,sv,8,5.5,1
Bad Internet,10,en,8,6.5,2
"Don't Hurt Me, My Healer!",12,ja,8,5.1,1
Superwog,12,en,8,5.9,1
El Chapulín Colorado animado,74,es,8,7.375,2
The Munsters Today,73,en,8,5.875,1
Sport Billy,28,en,8,6.6,2
Muhyo & Roji's Bureau of Supernatural Investigation,24,ja,8,7.5,2
Moonzy,529,ru,8,5.0,1
All the Women in the World,12,pt,8,5.7,1
Nikki,41,en,8,5.5,1
Miz & Mrs,50,en,8,8.1,3
"Can't Cope, Won't Cope",12,en,8,7.25,2
America: The Story of Us,12,en,8,8.0,2
Gameboys,21,tl,8,6.8,2
The Cliff,4,is,8,5.8,1
Psychic Squad,51,ja,8,7.375,2
Muhteşem İkili,12,tr,8,6.4,2
Shakespeare: The Animated Tales,12,en,8,8.0,2
Ultraman Z,28,ja,8,8.9,3
Yukon Men,54,en,8,5.3,1
Murder at the Cottage: The Search for Justice for Sophie,5,en,8,6.1,2
Pen Tor,817,th,8,8.6,3
I Am Nobody,27,zh,8,9.5,3
South Wind,30,sr,8,8.5,3
The Story of Chuaner,18,zh,8,8.6,3
My Fellow Citizens,36,ko,8,5.9,1
Zmiennicy,15,pl,8,7.5,2
Penn & Teller's Magic & Mystery Tour,3,en,8,7.4,2
Muhammad Ali,4,en,8,9.0,3
Fox News Live,0,en,8,5.1,1
Contact,17,ru,8,8.5,3
Team Antonsen,22,no,8,8.2,3
Clémentine,39,fr,8,7.1,2
Figure It Out,150,en,8,6.875,2
Popeye and Son,26,en,8,4.5,1
Action Heroine Cheer Fruits,12,ja,8,8.2,3
Κόκκινος κύκλος,50,el,8,7.6,2
Heavenly Sword and Dragon Slaying Sabre,50,zh,8,7.2,2
If Talking Paid,10,ja,8,8.2,3
Friesland,18,de,8,8.313,3
Candy Color Paradox,8,ja,8,6.8,2
Single Ladies,43,en,8,4.7,1
Sally Bollywood: Super Detective,104,fr,8,5.375,1
Madö King Granzört,41,ja,8,9.1,3
The Valley,6,de,8,6.8,2
Walking with Cavemen,4,en,8,8.1,3
Sunset,36,pt,8,8.5,3
LOL: Australia,6,en,8,6.2,2
Valkyria Chronicles,26,ja,8,6.6,2
Housos,30,en,8,6.1,2
Tapas & Beijos,169,pt,8,7.4,2
The Devil's Throat,12,bg,8,8.5,3
Our Skyy,5,th,8,6.0,1
Epstein's Shadow: Ghislaine Maxwell,3,en,8,6.8,2
Silence,6,en,8,6.6,2
Larry Charles' Dangerous World of Comedy,4,en,8,5.5,1
Pasapalabra,271,es,8,5.4,1
Astro Boy,193,ja,8,7.75,2
The Island of Siliang,15,zh,8,9.0,3
The Secret Diary of Adrian Mole,6,en,8,6.25,2
Future GPX Cyber Formula,66,ja,8,9.0,3
Working with Voice!,2,ja,8,6.5,2
Reyes de la noche,6,es,8,5.75,1
The Confession,2,en,8,5.625,1
AEW Dark: Elevation,120,en,8,6.0,1
Julius Caesar,2,en,8,5.7,1
Family Album,2,en,8,3.9,1
Helter Skelter: An American Myth,6,en,8,6.375,2
72 Cutest Animals,12,en,8,5.8,1
Swingtown,13,en,8,6.063,2
Am I Being Unreasonable?,6,en,8,6.375,2
The Philanthropist,8,en,8,6.625,2
Finding Alice,6,en,8,5.9,1
The Innocents,71,tr,8,7.5,2
Dittsche - Das wirklich wahre Leben,261,de,8,7.75,2
The Adventures of Pinocchio,5,it,8,6.7,2
Enjo Kouhai,8,ja,8,6.8,2
Grossology,52,es,8,5.375,1
Viewpoint,5,en,8,7.4,2
Pezzi unici,12,it,8,7.563,2
Trial & Retribution,44,en,8,6.8,2
Da Capo,91,ja,8,6.8,2
Против всех,13,ru,8,9.0,3
Michael Strogoff,4,fr,8,7.6,2
Home Town,98,en,8,7.0,2
Daddy is My Classmate,7,ja,8,6.4,2
Larry King Live,30,en,8,4.9,1
G-Force: Guardians of Space,30,en,8,5.9,1
Beautiful to Die For,8,it,8,6.063,2
Huss,5,sv,8,6.4,2
Hamburg Dockland,436,de,8,5.5,1
The House on the Slope,6,ja,8,7.625,2
Best Leftovers Ever!,8,en,8,6.375,2
The investigation was conducted,618,ru,8,8.875,3
Holding,4,en,8,6.0,1
Gato Fedorento  - Diz que é uma Espécie de Magazine,37,pt,8,5.8,1
Great British Railway Journeys,255,en,8,7.9,2
City of Dreams,29,hi,8,7.1,2
Missing,4,sv,8,6.8,2
Doctor Castor,4,pt,8,8.75,3
Taskmaster NZ,40,en,8,7.2,2
Elpis,10,ja,8,7.625,2
The Heaven Sword and Dragon Saber,42,cn,8,8.25,3
Gaya sa Pelikula,8,tl,8,8.8,3
Momokyun Sword,12,ja,8,8.1,3
Unlimited Psychic Squad,12,ja,8,6.778,2
Vidas Opostas,313,pt,8,2.2,0
Nicolas Le Floch,16,fr,8,7.9,2
"PCC, Secret Power",4,pt,8,7.438,2
Cinderella Chef,56,zh,8,8.5,3
Victoria's Secret Fashion Show,19,en,8,6.8,2
Live to 100: Secrets of the Blue Zones,4,en,8,7.7,2
Tutta colpa di Freud,8,it,8,7.2,2
Railroad Alaska,25,en,8,7.0,2
Gormiti,113,en,8,7.2,2
Artificial City,20,ko,8,6.25,2
Love & Life & Lie,41,zh,8,4.8,1
The artists: First strokes,10,es,8,8.0,2
Follow This,20,en,8,5.5,1
Working: What We Do All Day,4,en,8,8.0,2
Série Noire,22,fr,8,7.6,2
BVB 09 - Stories Who We Are,26,de,8,7.3,2
Signal,10,ja,8,6.75,2
The Goddess of Revenge,16,ko,8,6.5,2
Farang,8,sv,8,7.1,2
Pretty Li Hui Zhen,46,zh,8,5.2,1
Rodkom,38,ru,8,7.875,2
Dara O Briain's Go 8 Bit,26,en,8,6.1,2
Crime Watch Daily,19,en,8,8.9,3
Maigret,52,en,8,7.625,2
No Dropping Out: Back to School at 35,11,ja,8,6.6,2
Cashmere Mafia,7,en,8,4.75,1
Kotaro Lives Alone,19,ja,8,6.6,2
Mahou Sentai Magiranger,49,ja,8,9.063,3
The Lost Tomb,12,zh,8,5.2,1
Group Chat with Jayden and Brent,12,en,8,8.875,3
The Supervet: Noel Fitzpatrick,107,en,8,8.5,3
Fashion King,20,ko,8,6.1,2
Loveless,12,ja,8,4.6,1
Highway Patrol,156,en,8,5.6,1
Drop the Mic,31,en,8,6.2,2
Love Alert,16,ko,8,6.0,1
Quartier des banques,12,fr,8,7.5,2
Level Up,12,ko,8,6.8,2
